"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-05-01,2026-05-31,"DINAMICO (carrusel) Celulares",not_delivering,9,actions:offsite_conversion.fb_pixel_purchase,3030.54777778,3000,Diario,27274.93,9282,4058,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:17:12-0300,"Por encima del promedio",Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Celulares | RMK WEB Celulares",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Celulares",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,1103.46,3000,Diario,1103.46,444,371,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:17:12-0300,-,-,-,"Celulares | RMK WEB Celulares",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Electro Heladeras",not_delivering,20,actions:offsite_conversion.fb_pixel_purchase,1407.8405,3000,Diario,28156.81,10864,5167,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:11:08-0300,"Por encima del promedio",Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Electro Heladera | RMK WEB Electro",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Kitchen",not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,9054.61333333,3000,Diario,27163.84,10536,5392,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:07:56-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes","Kitchen | RMK WEB Kitchen",,
2026-05-01,2026-05-31,"Dinamico (img/video) Accesorios",not_delivering,2,actions:omni_landing_page_view,22.965,4000,Diario,45.93,85,84,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:11:13-0300,-,-,-,"AO (Accesorios)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Accesorios",not_delivering,3766,actions:omni_landing_page_view,10.47644716,4000,Diario,39454.3,78681,48690,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:11:13-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 20% de los anuncios menos relevantes","AO (Accesorios)  | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Audio Soundbar",not_delivering,18,actions:offsite_conversion.fb_pixel_purchase,2620.71444444,5000,Diario,47172.86,16114,2496,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:00:56-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Audio Soundbar | RMK WEB Audio",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Audio Soundbar",not_delivering,,,,5000,Diario,832.06,239,175,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:00:56-0300,-,-,-,"Audio Soundbar | RMK WEB Audio",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Killers (actualizar conjunto de prod)",not_delivering,,,,2000,Diario,1003.75,591,498,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-06T22:28:36-0300,Promedio,-,-,"AO Catalogo | DABA",,
2026-05-01,2026-05-31,"COLECCION c/img Kitchen AO Feb2025",not_delivering,21,actions:omni_landing_page_view,52.01190476,2000,Diario,1092.25,1791,1537,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO KitchenFeb2025",not_delivering,4,actions:omni_landing_page_view,122.405,2000,Diario,489.62,579,546,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"VIDEO AO Wearables Feb2025",not_delivering,2,actions:omni_landing_page_view,157.27,2000,Diario,314.54,93,92,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:21:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Kitchen Heladeras ticket alto",not_delivering,1,actions:omni_landing_page_view,54.42,2000,Diario,54.42,55,49,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:14:25-0300,-,-,-,"AO (Electro Heladeras) | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (img/video) TV",not_delivering,,,,5000,Diario,2225.56,871,703,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:22:36-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","TV | RMK WEB TV",,
2026-05-01,2026-05-31,"COLECCION c/img ELECTRODAYS 2026",not_delivering,10,actions:offsite_conversion.fb_pixel_purchase,1991.651,3000,Diario,19916.51,8120,5872,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes","ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-05-01,2026-05-31,"COLECCION c/video ELECTRODAYS 2026",not_delivering,,,,3000,Diario,1706.7,455,337,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,-,-,-,"ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-05-01,2026-05-31,"DINAMICO (img/video) Electro Heladeras",not_delivering,,,,3000,Diario,990.29,460,380,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:11:08-0300,-,-,-,"Electro Heladera | RMK WEB Electro",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Kitchen",not_delivering,,,,3000,Diario,1547.64,395,320,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:07:56-0300,-,-,-,"Kitchen | RMK WEB Kitchen",,
2026-05-01,2026-05-31,"VIDEO TV AO",not_delivering,,,,5000,Diario,725.82,117,93,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:22:36-0300,-,-,-,"TV | RMK WEB TV",,
2026-05-01,2026-05-31,"COLECCION c/img IMG MUNDIAL 2026",not_delivering,,,,5000,Diario,4951.79,1185,860,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:53:45-0300,Promedio,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"COLECCION  c/img BNA 20 CSI 2026",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,1720.665,10000,Diario,6882.66,2310,1925,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:42:36-0300,"Por encima del promedio",Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","BNA 20 CSI Abril 2026 |  Target bancos y tarjetas",,
2026-05-01,2026-05-31,"COLECCION c/videoMUNDIAL 2026 - Copia",not_delivering,,,,5000,Diario,1674.35,611,420,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:53:45-0300,-,-,-,"MUNDIAL 2026 TV |  RMK WEB TV",,
2026-05-01,2026-05-31,"COLECCION  c/video BNA 20 CSI 2026",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,11877.02,10000,Diario,11877.02,4022,2852,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:42:36-0300,"Por encima del promedio",Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","BNA 20 CSI Abril 2026 |  Target bancos y tarjetas",,
2026-05-01,2026-05-31,"IG Reel 30/04 HOTSALE 2026",not_delivering,1805,actions:post_engagement,0.84444875,5000,Diario,1524.23,2560,2447,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-05T12:47:06-0300,"Por encima del promedio",Promedio,"Por encima del promedio","IG HOTSALE 2026 Target amplio",,
2026-05-01,2026-05-31,"FB Reel 30/04 HOTSALE 2026",not_delivering,526,actions:post_engagement,0.85954373,5000,Diario,452.12,663,662,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-05T12:47:13-0300,Promedio,Promedio,"Por encima del promedio","FB HOTSALE 2026 Target amplio",,
2026-05-01,2026-05-31,"FB Reel 01/05 HOTSALE 2026",not_delivering,29116,actions:post_engagement,0.74857329,5000,Diario,21795.46,48011,46172,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-05T12:47:13-0300,Promedio,Promedio,"Por encima del promedio","FB HOTSALE 2026 Target amplio",,
2026-05-01,2026-05-31,"IG Reel 01/05 HOTSALE 2026",not_delivering,22323,actions:post_engagement,0.92588227,5000,Diario,20668.47,39894,38693,2026-05-10,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-05T12:47:06-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","IG HOTSALE 2026 Target amplio",,
2026-05-01,2026-05-31,"Dinamico (carrusel) TV HOTSALE 2026",not_delivering,1254,actions:omni_landing_page_view,44.16033493,50000,Diario,55377.06,72967,62280,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:07:24-0300,-,-,-,"HOT SALE 2026 Trafico (TV)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img) TV HOTSALE 2026",inactive,215,actions:omni_landing_page_view,55.46348837,50000,Diario,11924.65,12237,11391,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:07:24-0300,"Por encima del promedio","Por encima del promedio",Promedio,"HOT SALE 2026 Trafico (TV)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img)  HOTSALE 2026",inactive,122,actions:omni_landing_page_view,87.09319672,250000,Diario,10625.37,14533,13562,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T19:25:29-0300,"Por encima del promedio","Por encima del promedio",Promedio,"HOT SALE 2026 Trafico (KillersFullFoco) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) HOTSALE 2026",not_delivering,7824,actions:omni_landing_page_view,66.9718047,250000,Diario,523987.4,731046,408816,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T19:25:29-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes","HOT SALE 2026 Trafico (KillersFullFoco) | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) HOTSALE 2026 - Copia",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,12025.958,25000,Diario,60129.79,9077,5577,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-11T15:06:31-0300,Promedio,-,-,"HOTSALE 2026 Catalogo | Lookalike Ticket Alto",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) HOTSALE 2026",not_delivering,49,actions:offsite_conversion.fb_pixel_purchase,1232.48816327,10000,Diario,60391.92,5151,2592,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:04:36-0300,Promedio,-,-,"HOTSALE 2026 Catalogo | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (img) Electro HOTSALE 2026 - Copia 2",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,822.145,10000,Diario,1644.29,163,127,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:05:55-0300,-,-,-,"HOTSALE 2026 | RMK 3 dias",,
2026-05-01,2026-05-31,"VIDEO HOTSALE 2026 - Copia",not_delivering,,,,10000,Diario,1.1,1,1,2026-05-17,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T23:05:55-0300,-,-,-,"HOTSALE 2026 | RMK 3 dias",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Celulares HOTSALE 2026",not_delivering,16,actions:omni_landing_page_view,26.4425,10000,Diario,423.08,744,724,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:23:13-0300,"Por encima del promedio","Por encima del promedio","Por encima del promedio","HOT SALE 2026 Trafico (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Electro HOTSALE 2026",not_delivering,,,,10000,Diario,11.32,13,13,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:06:13-0300,-,-,-,"HOT SALE 2026 Trafico (Electro) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Kitchen HOTSALE 2026",not_delivering,126,actions:omni_landing_page_view,56.17857143,10000,Diario,7078.5,7896,7530,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:05:08-0300,-,-,-,"HOT SALE 2026 Trafico (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"IMG HOTSALE 2026",inactive,224,actions:omni_landing_page_view,147.04075893,250000,Diario,32937.13,24091,22553,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T19:25:29-0300,-,-,-,"HOT SALE 2026 Trafico (KillersFullFoco) | Target A+",,
2026-05-01,2026-05-31,"FB Post 10/05 HOTSALE 2026",inactive,913,actions:post_engagement,16.61936473,15000,Diario,15173.48,23739,20515,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-11T00:39:48-0300,Promedio,Promedio,Promedio,"FB HOTSALE 2026 Target amplio",,
2026-05-01,2026-05-31,"IG Reel 11/05 HOTSALE 2026",inactive,310,actions:post_engagement,42.30890323,15000,Diario,13115.76,3146,3000,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-11T00:39:50-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes","IG HOTSALE 2026 Target amplio",,
2026-05-01,2026-05-31,"IG Reel 11/05 HOTSALE 2026 - nuestro deposito",inactive,478,actions:post_engagement,3.71728033,5000,Diario,1776.86,1322,1203,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T00:12:22-0300,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"IG HOTSALE 2026 RMK Todos",,
2026-05-01,2026-05-31,"IG Reel 11/05 HOTSALE 2026 - 24 cuotas",not_delivering,11748,actions:post_engagement,1.65623851,5000,Diario,19457.49,21637,16576,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T00:12:22-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","IG HOTSALE 2026 RMK Todos",,
2026-05-01,2026-05-31,"FB Post 11/05 HOTSALE 2026 - 24 cuotas",not_delivering,17070,actions:post_engagement,0.93325015,5000,Diario,15930.58,23238,22557,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T00:15:27-0300,"Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"Por encima del promedio","FB HOTSALE 2026 RMK Todos",,
2026-05-01,2026-05-31,"FB Post 11/05 HOTSALE 2026 - deposito",inactive,100,actions:post_engagement,1.6163,5000,Diario,161.63,211,210,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T00:15:27-0300,-,-,-,"FB HOTSALE 2026 RMK Todos",,
2026-05-01,2026-05-31,"FB Post 13/05 HOTSALE 2026 Heladera y buds ofertas",not_delivering,43,actions:post_engagement,1.12395349,5000,Diario,48.33,74,72,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T00:15:27-0300,-,-,-,"FB HOTSALE 2026 RMK Todos",,
2026-05-01,2026-05-31,"IG Reel 12/05 HOTSALE 2026 - Heladera y Bus ofertas",not_delivering,97,actions:post_engagement,2.43463918,5000,Diario,236.16,225,218,2026-05-15,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-12T00:12:22-0300,-,-,-,"IG HOTSALE 2026 RMK Todos",,
2026-05-01,2026-05-31,"Dinamico (carrusel) potada B TV HOTSALE 2026 - Copia",not_delivering,37,actions:omni_landing_page_view,43.72189189,50000,Diario,1617.71,1447,1388,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:07:24-0300,-,-,-,"HOT SALE 2026 Trafico (TV)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) sinportada Celulares HOTSALE 2026 - Copia",not_delivering,33,actions:omni_landing_page_view,39.13272727,10000,Diario,1291.38,2059,2046,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:23:13-0300,"Por encima del promedio","Por encima del promedio","Por encima del promedio","HOT SALE 2026 Trafico (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel)Portada killer  Electro HOTSALE 2026 - Copia",not_delivering,133,actions:omni_landing_page_view,37.78067669,10000,Diario,5024.83,7135,6999,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:06:13-0300,Promedio,"Por encima del promedio","Por encima del promedio","HOT SALE 2026 Trafico (Electro) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Portada S25Ultra Celulares HOTSALE 2026 - Copia 2",not_delivering,,,,10000,Diario,74.85,124,122,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:23:13-0300,-,-,-,"HOT SALE 2026 Trafico (Celulares)  | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Informatica HOTSALE 2026 - Copia",not_delivering,2,actions:omni_landing_page_view,85.33,10000,Diario,170.66,155,154,2026-05-17,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T23:05:33-0300,-,-,-,"HOT SALE 2026 Trafico (Informatica)  | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Electro HOTSALE 2026",not_delivering,33,actions:offsite_conversion.fb_pixel_purchase,2126.82939394,20000,Diario,70185.37,10905,3968,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T17:36:38-0300,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio",Promedio,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"COLECCION c/img Wearables HOTSALE 2026",not_delivering,,,,5000,Diario,5338.09,880,693,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:13-0300,Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","HOTSALE 2026 | RMK Wearables",,
2026-05-01,2026-05-31,"COLECCION c/img Kitchen HOTSALE 2026",not_delivering,,,,5000,Diario,1977.25,294,239,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:18-0300,-,-,-,"HOTSALE 2026 | RMK Kitchen",,
2026-05-01,2026-05-31,"Dinamico (img/video) Electro HOTSALE 2026",not_delivering,45,actions:omni_landing_page_view,49.91888889,3000,Diario,2246.35,2725,2509,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:37:23-0300,Promedio,Promedio,Promedio,"HOT SALE 2026 Trafico (Electro) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel)Portada killer  Electro HOTSALE 2026 - Copia",not_delivering,559,actions:omni_landing_page_view,33.62679785,3000,Diario,18797.38,25091,20035,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:37:23-0300,Promedio,"Por encima del promedio","Por encima del promedio","HOT SALE 2026 Trafico (Electro) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Electro HOTSALE 2026",not_delivering,66,actions:omni_landing_page_view,27.11636364,3000,Diario,1789.68,2091,1971,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:37:23-0300,-,-,-,"HOT SALE 2026 Trafico (Electro) | Target A+",,
2026-05-01,2026-05-31,"COLECCION c/img HOTSALE 2026",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,297.165,20000,Diario,594.33,60,55,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T17:36:38-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"COLECCION c/video HOTSALE 2026",not_delivering,,,,20000,Diario,376.12,80,65,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T17:36:38-0300,-,-,-,"HOTSALE 2026 | RMK Previa",,
2026-05-01,2026-05-31,"COLECCION c/video Wearables HOTSALE 2026",not_delivering,,,,5000,Diario,194.05,53,47,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:13-0300,-,-,-,"HOTSALE 2026 | RMK Wearables",,
2026-05-01,2026-05-31,"DINAMICO (carrusel)  Wearables HOTSALE 2026",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,3516.97,5000,Diario,14067.88,3329,1744,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:13-0300,Promedio,Promedio,Promedio,"HOTSALE 2026 | RMK Wearables",,
2026-05-01,2026-05-31,"DINAMICO (carrusel)  Kitchen HOTSALE 2026 - Copia",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,2239.6125,5000,Diario,17916.9,3839,1867,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:18-0300,"Por encima del promedio",Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","HOTSALE 2026 | RMK Kitchen",,
2026-05-01,2026-05-31,"COLECCION c/video Kitchen HOTSALE 2026",not_delivering,,,,5000,Diario,364.27,48,42,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:18-0300,-,-,-,"HOTSALE 2026 | RMK Kitchen",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) Electro HOTSALE 2026",not_delivering,,,,5000,Diario,2498.86,586,441,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:13-0300,-,-,-,"HOTSALE 2026 | RMK Electro",,
2026-05-01,2026-05-31,"COLECCION c/img Electro HOTSALE 2026",not_delivering,,,,5000,Diario,867.14,92,79,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:13-0300,-,-,-,"HOTSALE 2026 | RMK Electro",,
2026-05-01,2026-05-31,"COLECCION c/video Electro HOTSALE 2026",not_delivering,,,,5000,Diario,13.96,2,2,2026-05-18,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-05-14T19:33:13-0300,-,-,-,"HOTSALE 2026 | RMK Electro",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Img Anafe Kitchen HOTSALE 2026 - Copia",not_delivering,192,actions:omni_landing_page_view,30.24854167,3000,Diario,5807.72,7841,6955,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:37:23-0300,Promedio,Promedio,Promedio,"HOT SALE 2026 Trafico (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Kitchen HOTSALE 2026",not_delivering,466,actions:omni_landing_page_view,31.01450644,3000,Diario,14452.76,18987,15027,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:37:23-0300,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"HOT SALE 2026 Trafico (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (img/video) Kitchen HOTSALE 2026",not_delivering,6,actions:omni_landing_page_view,48.00833333,3000,Diario,288.05,435,411,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:37:23-0300,-,-,-,"HOT SALE 2026 Trafico (Kitchen) | Target A+",,
2026-05-01,2026-05-31,"Dinamico (carrusel) Wearables HOTSALE 2026",not_delivering,552,actions:omni_landing_page_view,31.03842391,3000,Diario,17133.21,24814,19277,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T22:52:53-0300,"Por encima del promedio",Promedio,"Por debajo del promedio - 20% de los anuncios menos relevantes","HOT SALE 2026 Trafico (Wearables)  | Target A+ - Copia",,
2026-05-01,2026-05-31,"Dinamico (img/video) Wearables HOTSALE 2026",not_delivering,1,actions:omni_landing_page_view,59.96,3000,Diario,59.96,67,56,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T22:52:53-0300,-,-,-,"HOT SALE 2026 Trafico (Wearables)  | Target A+ - Copia",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) HOTSALE 2026",not_delivering,,,,7000,Diario,38669.34,5497,2406,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:38:34-0300,"Por encima del promedio",-,-,"HOTSALE 2026 Catalogo | Target A+",,
2026-05-01,2026-05-31,"DINAMICO (carrusel) HOTSALE 2026 - Copia",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,35561.28,7000,Diario,35561.28,6746,4477,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-14T19:38:33-0300,Promedio,-,-,"HOTSALE 2026 Catalogo | Lookalike Ticket Alto",,
2026-05-01,2026-05-31,"Dinamico (carrusel) sinportada TV HOTSALE 2026 - Copia",not_delivering,507,actions:omni_landing_page_view,107.44209073,3000,Diario,54473.14,39685,35452,2026-05-18,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-15T21:37:20-0300,Promedio,"Por encima del promedio","Por encima del promedio","HOT SALE 2026 Trafico (TV)  | Target A+ - Copia",,
