Informe de anuncio
1 de abril de 2026 - 30 de abril de 2026
Estado del anuncio,URL final,URL del contador,Título,Título largo,Título largo 1,Título largo 2,Título largo 3,Título largo 4,Título largo 5,Título 1,Posición del título 1,Título 2,Posición del título 2,Título 3,Posición del título 3,Título 4,Posición del título 4,Título 5,Posición del título 5,Título 6,Posición del título 6,Título 7,Posición del título 7,Título 8,Posición del título 8,Título 9,Posición del título 9,Título 10,Posición del título 10,Título 11,Posición del título 11,Título 12,Posición del título 12,Título 13,Posición del título 13,Título 14,Posición del título 14,Título 15,Posición del título 15,Descripción,Descripción 1,Posición de la descripción 1,Descripción 2,Posición de la descripción 2,Descripción 3,Posición de la descripción 3,Descripción 4,Posición de la descripción 4,Descripción 5,ID de imagen,ID de imagen cuadrada,ID de imagen vertical,ID de logotipo,ID de logotipo horizontal,Nombre de la empresa,ID de imagen de la Red de Display,Texto de llamado a la acción,Texto de llamado a la acción 1,Texto de llamado a la acción 2,Texto de llamado a la acción 3,Texto de llamado a la acción 4,Texto de llamado a la acción 5,Título de llamado a la acción,ID de video,Banner complementario,Color de los elementos destacados,Color principal,Permitir color flexible,Preferencia de formato del anuncio,Texto promocional,Prefijo del precio,Habilitar las mejoras de los recursos,Habilitar los videos generados automáticamente,Nombre del anuncio,ad.display_url,Ruta 1,Ruta 2,Título de la tarjeta 1,Texto de llamado a la acción de la tarjeta 1,ID de imagen de la tarjeta 1,ID de imagen cuadrada de la tarjeta 1,ID de imagen vertical de la tarjeta 1,URL final de la tarjeta 1,URL final para dispositivos móviles de la tarjeta 1,Título de la tarjeta 2,Texto de llamado a la acción de la tarjeta 2,ID de imagen de la tarjeta 2,ID de imagen cuadrada de la tarjeta 2,ID de imagen vertical de la tarjeta 2,URL final de la tarjeta 2,URL final para dispositivos móviles de la tarjeta 2,Título de la tarjeta 3,Texto de llamado a la acción de la tarjeta 3,ID de imagen de la tarjeta 3,ID de imagen cuadrada de la tarjeta 3,ID de imagen vertical de la tarjeta 3,URL final de la tarjeta 3,URL final para dispositivos móviles de la tarjeta 3,Título de la tarjeta 4,Texto de llamado a la acción de la tarjeta 4,ID de imagen de la tarjeta 4,ID de imagen cuadrada de la tarjeta 4,ID de imagen vertical de la tarjeta 4,URL final de la tarjeta 4,URL final para dispositivos móviles de la tarjeta 4,Título de la tarjeta 5,Texto de llamado a la acción de la tarjeta 5,ID de imagen de la tarjeta 5,ID de imagen cuadrada de la tarjeta 5,ID de imagen vertical de la tarjeta 5,URL final de la tarjeta 5,URL final para dispositivos móviles de la tarjeta 5,Título de la tarjeta 6,Texto de llamado a la acción de la tarjeta 6,ID de imagen de la tarjeta 6,ID de imagen cuadrada de la tarjeta 6,ID de imagen vertical de la tarjeta 6,URL final de la tarjeta 6,URL final para dispositivos móviles de la tarjeta 6,Título de la tarjeta 7,Texto de llamado a la acción de la tarjeta 7,ID de imagen de la tarjeta 7,ID de imagen cuadrada de la tarjeta 7,ID de imagen vertical de la tarjeta 7,URL final de la tarjeta 7,URL final para dispositivos móviles de la tarjeta 7,Título de la tarjeta 8,Texto de llamado a la acción de la tarjeta 8,ID de imagen de la tarjeta 8,ID de imagen cuadrada de la tarjeta 8,ID de imagen vertical de la tarjeta 8,URL final de la tarjeta 8,URL final para dispositivos móviles de la tarjeta 8,Título de la tarjeta 9,Texto de llamado a la acción de la tarjeta 9,ID de imagen de la tarjeta 9,ID de imagen cuadrada de la tarjeta 9,ID de imagen vertical de la tarjeta 9,URL final de la tarjeta 9,URL final para dispositivos móviles de la tarjeta 9,Título de la tarjeta 10,Texto de llamado a la acción de la tarjeta 10,ID de imagen de la tarjeta 10,ID de imagen cuadrada de la tarjeta 10,ID de imagen vertical de la tarjeta 10,URL final de la tarjeta 10,URL final para dispositivos móviles de la tarjeta 10,URL final para celulares,Plantilla de seguimiento,Sufijo de la URL final,Parámetro personalizado,Campaña,Grupo de anuncios,Estado,Motivos del estado,Tipo de anuncio,Calidad del anuncio,Mejoras en la efectividad del anuncio,Código de moneda,CPV prom. de TrueView,CPM prom.,Impr.,Interacciones,Porcentaje de interacción,Costo prom.,Costo,Video,Conv. (comparable con otras plataformas),Costo/conv. (comparable con otras plataformas),Valor de conv./costo (comparable con otras plataformas),Porcentaje de conv.,Conversiones,Costo/conv.
Detenido,https://inverfin.com.py/pages/dia-de-la-madre, --, --, --, --, --, --, --, --,Promo Dia de la Madre, --,Todo para la Reina de la Casa, --,Promo en Tecnología, --,El regalo para Mamá en Inverfín, --,Ofertas Imperdibles, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Descuentos y financiación exclusiva en Celulares, audio, informática, Televisores y más.", --,"Para mamá, siempre conectada y cerca de quienes más quiere se merece lo mejor.", --,"Aprovechá y ahorrá con Inverfín y que mamá disfrute todo el año,", --, --, --, --,355569559836,355411917914; 355558317312; 355400608982; 355400680451; 355483318045; 355483337287; 355483496563,355494559579,344879771569, --,Inverfín, --,Comprar, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio Día de la Madre, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre*,Similares a compradores Día de la madre 2026,Detenido,detenido; campaña detenida,Anuncio con imagen de generación de demanda,Buena, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,321152650274, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026, --, --, --,Promo en Climatización,Contacto,321149665088,321149675438, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,321230044336,321152701478, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,313996290903,313996164996, --,https://inverfin.com.py/collections/motos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre*,Similares a compradores hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026 Nueva, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856,324875023189,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,324875798656,324796685963,324924554706,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,324924807273,324876356605,324797239850,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156,324877185589,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin,Intención día de la madre,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Buena, --,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026 Nueva, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856,324875023189,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,324875798656,324796685963,324924554706,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,324924807273,324876356605,324797239850,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156,324877185589,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin,Remarketing visitas,Detenido,detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Buena, --,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el año. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel MARZO 2026, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,337543106088,337499000833, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,337401833516,337401860369, --,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156, --,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin,Similares a compradores hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,321152650274, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026, --, --, --,Promo en Climatización,Contacto,321149665088,321149675438, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,321230044336,321152701478, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,313996290903,313996164996, --,https://inverfin.com.py/collections/motos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre,Remarketing visitas,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Habilitado,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Electro cocina y lavado en promo en Inverfin. Aprovechá descuentos imperdibles., --, --,Hasta 12 cuotas y envío gratis a todo el país. Ofertas por tiempo limitado., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,DSA - Inverfin,Cocinas y Electro cocina,No apto,campaña detenida,Anuncio dinámico de búsqueda expandido, --, --,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026 Nueva, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856,324875023189,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,324875798656,324796685963,324924554706,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,324924807273,324876356605,324797239850,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156,324877185589,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre*,Remarketing visitas hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Buena, --,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el año. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel MARZO 2026, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,337543106088,337499000833, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,337401833516,337401860369, --,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156, --,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre*,Intención hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --, --,"Es ahora o nunca. Aprovechá Hotsale con hasta 50% off en Motos, Electro y Tecnología.", --, --, --, --, --,Arrancó Hotsale en Inverfín, --,No te Pierdas los Descuentos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,72 horas de ofertas imbatibles. Descuentos y financiación., --, --, --, --, --, --, --, --,347543244936,347482164604, --,344879771569, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --,true,Todos los formatos, --, --,true,true, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Display Remarketing - Carritos,carritos,Detenido,detenido; campaña detenida,Anuncio de display responsivo,Promedio,,USD,0,1.85,"49,661","3,399",6.84%,0.03,92.07, --,0.00,0,0.00,0.00%,0.00,0.00
Habilitado,https://inverfin.com.py/pages/televisores-pasionista, --, --, --,"+ Pulgadas + cupones. Es ahora, sorteamos 100 TVs. Viví cada partido a lo grande.", --, --, --, --,Televisores en Promo, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Aprovechá los descuentos y financiación de Inverfín., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprar, --, --, --, --, --,362808322243; 362725774943, --, --, --, --, --, --, --, --, --,Anuncio TV Pasionista 2026, --,Televisores,Pasionista, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Youtube in stream - Promo TV Pasionista,Intención TV Mundial,No apto,campaña detenida,Anuncio de video responsivo, --, --,USD,0,0,0,0, --,0,0.00,https://www.youtube.com/watch?v=IvAAdpHfouo; https://www.youtube.com/watch?v=za-_pP2vOnA,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el año. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel MARZO 2026, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,337543106088,337499000833, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,337401833516,337401860369, --,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156, --,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre.,Intención hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0.79,"22,453",649,2.89%,0.03,17.66, --,539.00,0.03,30.52,2.29%,14.83,1.19
Detenido,https://inverfin.com.py/, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el año. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel MARZO 2026, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,337543106088,337499000833, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,337401833516,337401860369, --,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156, --,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre.,Similares a compradores Día de la madre 2026,Detenido,detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el año. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel MARZO 2026, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856, --,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,337543106088,337499000833, --,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,337401833516,337401860369, --,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156, --,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin - Día de la Madre.,Remarketing visitas hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Promedio, --;--,USD,0,0.78,"3,797",149,3.92%,0.02,2.97, --,67.00,0.04,22.54,0.08%,0.12,23.96
Habilitado,https://inverfin.com.py/pages/dia-de-la-madre, --, --, --, --, --, --, --, --,Promo Dia de la Madre, --,Todo para la Reina de la Casa, --,Promo en Tecnología, --,El regalo para Mamá en Inverfín, --,Ofertas Imperdibles, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Descuentos y financiación exclusiva en Celulares, audio, informática, Televisores y más.", --,"Para mamá, siempre conectada y cerca de quienes más quiere se merece lo mejor.", --,"Aprovechá y ahorrá con Inverfín y que mamá disfrute todo el año,", --, --, --, --,355569559836,355411917914; 355558317312; 355400608982; 355400680451; 355483318045; 355483337287; 355483496563,355494559579,344879771569, --,Inverfín, --,Comprar, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio Día de la Madre, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin,Similares a compradores Día de la madre 2026,No apto,grupo de anuncios detenido; campaña detenida,Anuncio con imagen de generación de demanda,Buena, --;--,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026 Nueva, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856,324875023189,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,324875798656,324796685963,324924554706,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,324924807273,324876356605,324797239850,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156,324877185589,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin,Similares a compradores hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Buena, --,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Detenido,https://inverfin.com.py/, --,Inverfin Promo Verano, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Comprá hoy y disfrutá todo el verano. Descuentos imperdibles y hasta 12 cuotas sin interés, --, --, --, --, --, --, --, --, --, --, --, --,328167069168, --,Inverfin, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anuncio carrusel Promo verano Enero 2026 Nueva, --, --, --,Promo en Climatización,Contacto,324876817927,324925460856,324875023189,https://inverfin.com.py/collections/climatizacion, --,Promo en Electro,Contacto,324875798656,324796685963,324924554706,https://inverfin.com.py/collections/electrodomesticos, --,Promo Motos Taiga,Contacto,324924807273,324876356605,324797239850,https://inverfin.com.py/collections/motos, --,Promo en Tecnología,Comprar,324925912314,324877186156,324877185589,https://inverfin.com.py/collections/tecnologia, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Generación de demanda - Inverfin,Intención hotsale 2026,Detenido,detenido; grupo de anuncios detenido; campaña detenida,Anuncio de carrusel de generación de demanda,Buena, --,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Habilitado,https://inverfin.com.py/collections/televisores, --, --, --, --, --, --, --, --,Equipamiento de Cocina, --,Heladeras y Lavarropas, --,Equipá tu Cocina en Cuotas, --,Ofertas en Línea Blanca Py, --,Garantía para tu Hogar, --,Hornos Eléctricos y Anafes, --,Lavarropas Automático Ofertas, --,Ahorrá con Inverfín, --,Electro Cocina en Promo, --,Heladeras en Oferta, --,Cocinas a Gas 4 hornallas, --,Electrodomésticos Ofertas, --, --, --, --, --, --, --, --,Accedé a cuotas y promociones exclusivas., --,"Marcas destacadas en heladeras, cocinas, anafes, hornos, lavarropas a precio imperdible.", --,Ahorrá en Inverfín. Envíos a todo el país. ¡Comprá online y recibí en casa!, --,Los electrodomésticos que necesitás con la confianza de siempre. ¡Aprovechá hoy!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Electro, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,AI Max - Categorías,Linea blanca,Apto,,Anuncio de búsqueda responsivo,Promedio,Incluya más palabras clave en sus títulos;Incluya más palabras clave en sus descripciones;Agrega 3 vínculos a sitios más en tu anuncio,USD,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
