"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-04-01,2026-04-30,"Dinamico (img/video) Kitchen Heladeras ticket alto",not_delivering,24,actions:omni_landing_page_view,63.01458333,2000,Diario,1512.35,2149,1945,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:14:25-0300,-,-,-,"AO (Electro Heladeras) | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Informatica Monitores",not_delivering,457,actions:omni_landing_page_view,24.17435449,1500,Diario,11047.68,14307,8497,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:12:48-0300,-,-,-,"AO (InformaticaMonitores)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Audio Soundbar",not_delivering,5194,actions:omni_landing_page_view,24.58252022,7000,Diario,127681.61,216175,105762,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:12:02-0300,-,-,-,"AO (AudioSoundbar)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Audio MusicFrame",not_delivering,479,actions:omni_landing_page_view,23.38776618,1500,Diario,11202.74,22189,10547,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-05T14:20:48-0300,-,-,-,"AO (AudioMusicFrame)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Informatica Categoria General",not_delivering,13,actions:omni_landing_page_view,85.12153846,2000,Diario,1106.58,1293,1066,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-06T16:56:41-0300,-,-,-,"AO (InformaticaCategoriaGeneral)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Informatica Categoria General",not_delivering,1499,actions:omni_landing_page_view,22.92414943,2000,Diario,34363.3,51154,32181,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-06T16:56:41-0300,-,-,-,"AO (InformaticaCategoriaGeneral)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Wearables Smartwatch",not_delivering,525,actions:omni_landing_page_view,30.23415238,1500,Diario,15872.93,22403,15778,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-05T14:38:37-0300,-,-,-,"AO (WearablesSmartwatch)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Wearables",not_delivering,8,actions:omni_landing_page_view,41.00625,1500,Diario,328.05,569,517,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-05T14:38:37-0300,-,-,-,"AO (WearablesSmartwatch)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Wearables Auriculares",not_delivering,78,actions:omni_landing_page_view,68.69435897,1500,Diario,5358.16,7002,5671,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-05T14:47:37-0300,-,-,-,"AO (WearablesAuriculares)  | Target A+",,
2026-04-01,2026-04-30,"DINAMICO (carrusel) TV",not_delivering,16,actions:offsite_conversion.fb_pixel_purchase,11647.964375,5000,Diario,186367.43,51906,18678,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:22:36-0300,-,-,-,"TV | RMK WEB TV",,
2026-04-01,2026-04-30,"Dinamico (img/video) Wearables",not_delivering,11,actions:omni_landing_page_view,113.76727273,2000,Diario,1251.44,1263,1258,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:21:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/img TV AO Feb2025",inactive,6,actions:omni_landing_page_view,97.44666667,7000,Diario,584.68,589,470,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
2026-04-01,2026-04-30,"IMG AO Celulares Feb2025",not_delivering,4,actions:omni_landing_page_view,24.59,7040,Diario,98.36,131,121,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:19:44-0300,-,-,-,"AO (Celulares)  | Target A+",,
2026-04-01,2026-04-30,"IMG AO KitchenFeb2025",not_delivering,449,actions:omni_landing_page_view,79.23066815,2000,Diario,35574.57,28974,21639,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:17:52-0300,-,-,-,"AO (Kitchen) | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/img Wearables AO Feb2025",not_delivering,72,actions:omni_landing_page_view,117.28402778,2000,Diario,8444.45,8436,6237,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:21:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-04-01,2026-04-30,"VIDEO AO Celulares Feb2025",not_delivering,,,,7040,Diario,6.39,9,9,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:19:44-0300,-,-,-,"AO (Celulares)  | Target A+",,
2026-04-01,2026-04-30,"VIDEO AO TV Feb2025",not_delivering,11,actions:omni_landing_page_view,83.70272727,7000,Diario,920.73,533,471,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/video TV AO Feb2025",inactive,3,actions:omni_landing_page_view,244.00666667,7000,Diario,732.02,769,580,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
2026-04-01,2026-04-30,"VIDEO AO Wearables Feb2025",not_delivering,17,actions:omni_landing_page_view,53.84411765,2000,Diario,915.35,637,603,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:21:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/video Wearables AO Feb2025",not_delivering,5,actions:omni_landing_page_view,51.036,2000,Diario,255.18,280,236,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:21:57-0300,-,-,-,"AO (Wearables)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Kitchen Anafe",not_delivering,2,actions:omni_landing_page_view,31.5,2000,Diario,63,149,141,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-04T18:17:52-0300,-,-,-,"AO (Kitchen Anafes) | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/video Kitchen AO Feb2025",not_delivering,,,,1500,Diario,2.82,6,6,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-04T17:25:24-0300,-,-,-,"AO (Kitchen Microondas) | Target A+",,
2026-04-01,2026-04-30,"COLECCION c/img Kitchen AO Feb2025",not_delivering,3,actions:omni_landing_page_view,42.76666667,1500,Diario,128.3,136,122,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-04T17:25:24-0300,-,-,-,"AO (Kitchen Microondas) | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Kitchen Microondas",not_delivering,,,,1500,Diario,8.61,13,13,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-04T17:25:24-0300,-,-,-,"AO (Kitchen Microondas) | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Informatica Monitores",not_delivering,2337,actions:omni_landing_page_view,18.86845956,1500,Diario,44095.59,53405,24421,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:12:48-0300,-,-,-,"AO (InformaticaMonitores)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Audio Soundbar",not_delivering,32,actions:omni_landing_page_view,43.041875,7000,Diario,1377.34,2080,1796,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:12:02-0300,-,-,-,"AO (AudioSoundbar)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (img/video) Audio MusicFrame",not_delivering,10,actions:omni_landing_page_view,40.465,1500,Diario,404.65,646,540,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-05T14:20:48-0300,-,-,-,"AO (AudioMusicFrame)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) Wearables Auriculares",not_delivering,437,actions:omni_landing_page_view,24.81173913,1500,Diario,10842.73,16958,12971,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-05T14:47:37-0300,-,-,-,"AO (WearablesAuriculares)  | Target A+",,
2026-04-01,2026-04-30,"DINAMICO (img/video) TV",not_delivering,,,,5000,Diario,17485.93,5105,2604,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-06T22:22:36-0300,-,-,-,"TV | RMK WEB TV",,
2026-04-01,2026-04-30,"DINAMICO (carrusel) Kitchen Anafe",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,3526.735,7000,Diario,7053.47,2276,1227,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-09T13:56:51-0300,-,-,-,"Kitchen Anafe | RMK WEB Kitchen",,
2026-04-01,2026-04-30,"DINAMICO (img/video) Kitchen Anafe",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,2629.34666667,7000,Diario,15776.08,6013,3348,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-04-09T13:56:51-0300,-,-,-,"Kitchen Anafe | RMK WEB Kitchen",,
2026-04-01,2026-04-30,"COLECCION c/img ELECTRODAYS 2026",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,5987.28428571,3000,Diario,41910.99,15480,9263,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,-,-,-,"ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-04-01,2026-04-30,"COLECCION c/video ELECTRODAYS 2026",not_delivering,,,,3000,Diario,5750.56,1393,983,2026-05-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-07T03:55:36-0300,-,-,-,"ELECTRODAYS 2026 |  RMK WEB + LKL",,
2026-04-01,2026-04-30,"IG REEL S26 LANZAMIENTO",not_delivering,9157,actions:post_engagement,1.30257617,1500,Diario,11927.69,20408,15483,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-11T15:22:58-0300,-,-,-,"IG Postesos RMK Generales",,
2026-04-01,2026-04-30,"FB REEL 11/03 S26 LANZAMIENTO",not_delivering,11134,actions:post_engagement,1.07619813,1500,Diario,11982.39,23703,15971,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-08T14:22:15-0300,-,-,-,"FB Postesos RMK Generales",,
2026-04-01,2026-04-30,"Dinamico (img/video) TV Killers",not_delivering,75,actions:omni_landing_page_view,13.52106667,7000,Diario,1014.08,1020,849,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
2026-04-01,2026-04-30,"Dinamico (carrusel) TV killers",not_delivering,9972,actions:omni_landing_page_view,13.16696651,7000,Diario,131300.99,260137,128490,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-05-04T16:09:59-0300,-,-,-,"AO (TV)  | Target A+",,
